employee_id,rank,location,nationality,manager,department,grade_level,contract_type,flight_type,performance_flag,tenure_years,engage_sentiment_score,absence_days_past_6_months,engage_sentiment,nps_valid_from,sentiment_valid_from,crewnps
062cae58-a0a2-4990-a5e7-106d47f800f4,Cabin Manager,Abu Dhabi,PHILIPPINES,Manager 2,Training,G2,Full-time,Short-haul,Low Performer,3.3,1.9,1,unfavorable,2024-10-19,2024-04-25,30.0
062cae58-a0a2-4990-a5e7-106d47f800f4,Cabin Crew,Abu Dhabi,UAE,Manager 14,Ground Services,G3,Contract,Long-haul,High Performer,0.2,2.99,2,neutral,2024-03-23,2023-06-29,38.54
aac824c3-77b1-48f7-8439-19db65537e26,Cabin Crew,Jeddah,UAE,Manager 18,Operations,G1,Contract,Short-haul,Low Performer,1.5,2.83,2,neutral,2023-06-02,2023-11-09,33.86
aac824c3-77b1-48f7-8439-19db65537e26,Cabin Crew,Abu Dhabi,UK,Manager 15,Training,G3,Part-time,Long-haul,High Performer,0.4,1.16,2,unfavorable,2024-04-05,2023-05-30,30.0
aac824c3-77b1-48f7-8439-19db65537e26,Cabin Crew,Dammam,CANADA,Manager 14,Inflight,G1,Part-time,Mixed,Meets Expectations,0.7,4.34,5,favorable,2024-02-08,2024-01-25,64.91
aac824c3-77b1-48f7-8439-19db65537e26,Flight Manager,Dammam,UK,Manager 19,Ground Services,G2,Contract,Mixed,Meets Expectations,0.6,2.51,4,neutral,2024-05-11,2024-03-23,38.96
aac824c3-77b1-48f7-8439-19db65537e26,Cabin Crew,Jeddah,UAE,Manager 19,Operations,G3,Part-time,Long-haul,Low Performer,10.3,1.29,4,unfavorable,2023-06-22,2023-10-11,30.0
a24aff74-b3b2-4331-98d3-e167fb8347c3,Cabin Manager,Jeddah,PHILIPPINES,Manager 17,Ground Services,G1,Contract,Long-haul,High Performer,13.3,2.83,0,neutral,2024-09-28,2024-10-19,66.55
a24aff74-b3b2-4331-98d3-e167fb8347c3,Cabin Manager,Jeddah,INDIA,Manager 19,Training,G1,Contract,Mixed,High Performer,3.2,1.65,1,unfavorable,2024-05-20,2024-10-21,30.1
cd5561e6-177b-4d06-b912-ced2c0687a8f,Cabin Manager,Jeddah,INDIA,Manager 16,Operations,G2,Part-time,Short-haul,Meets Expectations,5.0,3.82,2,favorable,2024-04-11,2024-01-28,55.08
cd5561e6-177b-4d06-b912-ced2c0687a8f,Flight Manager,Jeddah,CANADA,Manager 20,Inflight,G3,Part-time,Long-haul,Meets Expectations,6.0,3.29,0,neutral,2024-02-06,2023-11-17,42.18
cd5561e6-177b-4d06-b912-ced2c0687a8f,Cabin Crew,Abu Dhabi,USA,Manager 19,Inflight,G3,Full-time,Short-haul,Low Performer,2.5,2.08,2,unfavorable,2024-07-15,2024-04-21,30.0
cd5561e6-177b-4d06-b912-ced2c0687a8f,Cabin Crew,Jeddah,USA,Manager 1,Training,G3,Full-time,Mixed,High Performer,2.3,4.8,2,favorable,2024-12-18,2023-10-10,70.8
bfc66f2c-4311-47aa-b111-e0f820fdf73e,Cabin Crew,Abu Dhabi,INDIA,Manager 19,Inflight,G2,Part-time,Mixed,Meets Expectations,5.6,2.17,2,unfavorable,2024-02-19,2023-04-20,30.0
bfc66f2c-4311-47aa-b111-e0f820fdf73e,Cabin Crew,Riyadh,UAE,Manager 7,Inflight,G1,Part-time,Long-haul,Meets Expectations,2.4,3.22,2,neutral,2023-04-14,2024-04-14,43.8
bfc66f2c-4311-47aa-b111-e0f820fdf73e,Cabin Crew,Jeddah,UAE,Manager 11,Inflight,G1,Part-time,Short-haul,Low Performer,4.3,4.21,2,favorable,2024-08-05,2024-07-10,56.83
bfc66f2c-4311-47aa-b111-e0f820fdf73e,Cabin Crew,Jeddah,UK,Manager 5,Inflight,G3,Full-time,Mixed,High Performer,3.6,3.06,0,neutral,2023-05-18,2024-07-06,55.54
bfc66f2c-4311-47aa-b111-e0f820fdf73e,Cabin Manager,Abu Dhabi,CANADA,Manager 17,Inflight,G1,Part-time,Short-haul,Meets Expectations,3.7,4.84,4,favorable,2024-03-17,2024-02-26,61.33
3d3cb8f4-f265-4075-bde8-89c04d18f2a1,Cabin Crew,Riyadh,UK,Manager 11,Inflight,G3,Full-time,Mixed,High Performer,8.8,4.38,9,favorable,2024-02-05,2023-12-26,44.25
3d3cb8f4-f265-4075-bde8-89c04d18f2a1,Cabin Crew,Abu Dhabi,USA,Manager 8,Inflight,G2,Full-time,Long-haul,High Performer,6.1,4.68,3,favorable,2024-07-01,2024-07-21,68.7
3d3cb8f4-f265-4075-bde8-89c04d18f2a1,Cabin Crew,Abu Dhabi,INDIA,Manager 10,Operations,G2,Full-time,Short-haul,Low Performer,16.2,2.49,0,unfavorable,2023-10-15,2023-08-10,37.06
c1d6e25f-6f64-41d4-874e-335a0b3b460f,Cabin Crew,Jeddah,UAE,Manager 12,Inflight,G2,Full-time,Short-haul,Meets Expectations,7.8,3.19,4,neutral,2024-06-14,2023-05-25,36.74
c1d6e25f-6f64-41d4-874e-335a0b3b460f,Cabin Crew,Dammam,INDIA,Manager 10,Operations,G3,Contract,Long-haul,Meets Expectations,0.8,4.36,0,favorable,2024-01-21,2023-11-19,59.83
c1d6e25f-6f64-41d4-874e-335a0b3b460f,Cabin Manager,Dammam,PHILIPPINES,Manager 13,Ground Services,G1,Part-time,Long-haul,Meets Expectations,6.7,4.61,2,favorable,2024-12-26,2024-12-10,62.48
c1d6e25f-6f64-41d4-874e-335a0b3b460f,Cabin Crew,Abu Dhabi,INDIA,Manager 18,Training,G2,Part-time,Long-haul,Meets Expectations,5.5,4.78,1,favorable,2024-02-13,2023-06-24,66.91
0daabfe9-e7f2-4c5e-854b-0d5c4b9ccf58,Cabin Manager,Jeddah,PHILIPPINES,Manager 10,Inflight,G3,Contract,Long-haul,High Performer,5.2,4.52,5,favorable,2023-09-26,2023-12-23,58.66
0daabfe9-e7f2-4c5e-854b-0d5c4b9ccf58,Cabin Crew,Riyadh,UK,Manager 19,Training,G3,Part-time,Mixed,High Performer,3.3,3.92,1,favorable,2024-05-09,2024-09-05,68.49
0daabfe9-e7f2-4c5e-854b-0d5c4b9ccf58,Cabin Manager,Dammam,UK,Manager 20,Inflight,G2,Full-time,Short-haul,High Performer,0.3,1.1,1,unfavorable,2023-09-22,2024-12-11,30.0
0daabfe9-e7f2-4c5e-854b-0d5c4b9ccf58,Cabin Crew,Riyadh,USA,Manager 17,Operations,G2,Contract,Mixed,High Performer,15.1,2.26,4,unfavorable,2024-02-06,2023-11-29,39.32
0daabfe9-e7f2-4c5e-854b-0d5c4b9ccf58,Cabin Crew,Dammam,INDIA,Manager 20,Inflight,G2,Full-time,Long-haul,Meets Expectations,9.6,1.52,3,unfavorable,2024-02-26,2023-12-05,30.0
eeb8144f-2023-4489-8335-7e0ee7b922ab,Cabin Crew,Jeddah,INDIA,Manager 16,Ground Services,G1,Contract,Mixed,Meets Expectations,3.3,1.62,2,unfavorable,2024-03-19,2023-12-28,30.0
eeb8144f-2023-4489-8335-7e0ee7b922ab,Cabin Manager,Abu Dhabi,PHILIPPINES,Manager 5,Training,G1,Full-time,Mixed,Low Performer,0.9,2.16,2,unfavorable,2024-01-03,2024-11-25,30.0
eeb8144f-2023-4489-8335-7e0ee7b922ab,Cabin Crew,Riyadh,UK,Manager 3,Training,G3,Part-time,Short-haul,Meets Expectations,8.7,1.3,0,unfavorable,2024-01-24,2023-07-21,42.93
eeb8144f-2023-4489-8335-7e0ee7b922ab,Cabin Crew,Riyadh,PHILIPPINES,Manager 15,Ground Services,G2,Part-time,Short-haul,Meets Expectations,2.8,1.97,3,unfavorable,2024-08-31,2024-12-14,30.0
eeb8144f-2023-4489-8335-7e0ee7b922ab,Flight Manager,Abu Dhabi,UK,Manager 2,Operations,G2,Part-time,Short-haul,Meets Expectations,2.5,4.83,0,favorable,2023-08-02,2024-08-17,75.07
4f60402b-4325-425a-8571-3f5fb50551fc,Cabin Manager,Riyadh,PHILIPPINES,Manager 13,Operations,G1,Contract,Long-haul,High Performer,5.5,2.25,2,unfavorable,2023-07-11,2024-04-14,32.51
4f60402b-4325-425a-8571-3f5fb50551fc,Cabin Crew,Dammam,UK,Manager 8,Ground Services,G2,Part-time,Long-haul,High Performer,7.1,1.64,0,unfavorable,2023-04-18,2023-10-07,34.01
4f60402b-4325-425a-8571-3f5fb50551fc,Cabin Manager,Abu Dhabi,PHILIPPINES,Manager 17,Training,G3,Contract,Short-haul,High Performer,0.3,3.87,0,favorable,2024-08-26,2023-08-10,58.55
4f60402b-4325-425a-8571-3f5fb50551fc,Cabin Crew,Dammam,UK,Manager 4,Inflight,G2,Full-time,Mixed,Meets Expectations,7.3,4.31,1,favorable,2023-08-04,2023-04-17,59.63
9370d05c-2326-4fb5-966a-24d45e086d4e,Cabin Crew,Dammam,CANADA,Manager 19,Operations,G1,Part-time,Short-haul,High Performer,6.6,2.26,2,unfavorable,2024-05-25,2024-07-16,40.12
9370d05c-2326-4fb5-966a-24d45e086d4e,Cabin Crew,Jeddah,PHILIPPINES,Manager 9,Inflight,G3,Full-time,Long-haul,Meets Expectations,4.4,2.11,3,unfavorable,2023-04-25,2024-10-06,30.0
9370d05c-2326-4fb5-966a-24d45e086d4e,Cabin Manager,Dammam,INDIA,Manager 15,Training,G3,Part-time,Mixed,Meets Expectations,2.1,1.97,1,unfavorable,2023-09-10,2024-11-29,34.18
89ed2e38-e7a5-48d6-b17c-9b9638adac8a,Cabin Manager,Jeddah,USA,Manager 9,Inflight,G2,Full-time,Long-haul,Meets Expectations,0.9,2.57,1,neutral,2024-05-24,2023-06-16,35.39
89ed2e38-e7a5-48d6-b17c-9b9638adac8a,Cabin Crew,Riyadh,CANADA,Manager 9,Ground Services,G3,Contract,Short-haul,Meets Expectations,0.5,1.35,1,unfavorable,2023-08-22,2023-12-10,30.0
89ed2e38-e7a5-48d6-b17c-9b9638adac8a,Cabin Crew,Riyadh,CANADA,Manager 14,Operations,G2,Part-time,Short-haul,High Performer,0.0,3.68,0,favorable,2023-05-09,2023-08-25,53.92
89ed2e38-e7a5-48d6-b17c-9b9638adac8a,Cabin Crew,Jeddah,PHILIPPINES,Manager 16,Operations,G2,Contract,Mixed,Meets Expectations,1.2,4.29,1,favorable,2024-03-06,2024-12-31,60.19
5000e374-fbd2-4988-a53c-f7edabc6ab26,Flight Manager,Dammam,USA,Manager 17,Ground Services,G1,Contract,Short-haul,Meets Expectations,2.6,3.65,1,favorable,2024-07-24,2023-06-03,54.41
5000e374-fbd2-4988-a53c-f7edabc6ab26,Flight Manager,Abu Dhabi,INDIA,Manager 13,Ground Services,G3,Full-time,Long-haul,Low Performer,1.4,2.68,1,neutral,2024-01-31,2023-07-09,47.89
5000e374-fbd2-4988-a53c-f7edabc6ab26,Cabin Crew,Abu Dhabi,CANADA,Manager 9,Operations,G2,Part-time,Long-haul,High Performer,1.8,2.16,3,unfavorable,2023-04-04,2024-03-28,34.08
5000e374-fbd2-4988-a53c-f7edabc6ab26,Cabin Manager,Jeddah,INDIA,Manager 15,Operations,G2,Contract,Long-haul,Meets Expectations,2.5,2.64,1,neutral,2023-09-01,2023-07-04,37.8
5000e374-fbd2-4988-a53c-f7edabc6ab26,Cabin Manager,Riyadh,UK,Manager 7,Operations,G2,Full-time,Mixed,High Performer,1.8,2.7,1,neutral,2024-10-04,2023-09-15,39.46
ce317620-0c5b-4f48-9575-fb7246b580ac,Cabin Crew,Riyadh,USA,Manager 1,Training,G3,Full-time,Long-haul,Meets Expectations,6.4,3.66,2,favorable,2023-05-28,2024-05-28,60.91
ce317620-0c5b-4f48-9575-fb7246b580ac,Cabin Crew,Abu Dhabi,UAE,Manager 1,Training,G3,Full-time,Short-haul,Meets Expectations,3.4,4.71,1,favorable,2024-01-07,2023-05-10,62.69
774fb75f-815d-4ea6-bb47-4798f277c312,Cabin Crew,Jeddah,UK,Manager 5,Training,G3,Part-time,Mixed,Meets Expectations,0.1,1.28,4,unfavorable,2024-05-17,2023-07-05,30.0
774fb75f-815d-4ea6-bb47-4798f277c312,Cabin Crew,Abu Dhabi,USA,Manager 9,Inflight,G2,Part-time,Long-haul,Meets Expectations,1.3,4.81,1,favorable,2023-10-25,2024-11-22,64.27
2bd6d0af-742d-41db-8efa-8e29cb09c35f,Cabin Crew,Dammam,PHILIPPINES,Manager 12,Training,G3,Full-time,Long-haul,Meets Expectations,6.2,4.64,4,favorable,2024-04-11,2023-05-09,65.64
2bd6d0af-742d-41db-8efa-8e29cb09c35f,Cabin Crew,Dammam,PHILIPPINES,Manager 6,Operations,G2,Part-time,Short-haul,High Performer,1.8,1.47,5,unfavorable,2023-04-24,2024-11-07,30.0
2bd6d0af-742d-41db-8efa-8e29cb09c35f,Cabin Manager,Jeddah,INDIA,Manager 13,Training,G3,Full-time,Short-haul,High Performer,12.6,1.73,3,unfavorable,2023-11-08,2023-12-11,37.14
2bd6d0af-742d-41db-8efa-8e29cb09c35f,Cabin Crew,Jeddah,CANADA,Manager 8,Operations,G3,Part-time,Mixed,Meets Expectations,6.2,2.25,1,unfavorable,2024-05-19,2023-04-06,30.0
48ecaaff-6014-4029-8270-ac6b4183c1de,Cabin Crew,Dammam,UAE,Manager 15,Ground Services,G2,Part-time,Long-haul,Low Performer,1.7,3.24,3,neutral,2023-04-29,2023-06-14,35.03
48ecaaff-6014-4029-8270-ac6b4183c1de,Cabin Crew,Riyadh,PHILIPPINES,Manager 6,Inflight,G3,Full-time,Long-haul,Meets Expectations,3.6,1.54,1,unfavorable,2023-04-23,2023-09-23,30.0
48ecaaff-6014-4029-8270-ac6b4183c1de,Cabin Crew,Jeddah,USA,Manager 6,Inflight,G2,Full-time,Short-haul,High Performer,5.5,1.8,4,unfavorable,2023-09-26,2024-01-10,30.0
48ecaaff-6014-4029-8270-ac6b4183c1de,Cabin Crew,Dammam,CANADA,Manager 4,Ground Services,G3,Part-time,Mixed,Meets Expectations,1.1,4.61,1,favorable,2024-03-17,2024-04-09,61.45
48ecaaff-6014-4029-8270-ac6b4183c1de,Cabin Crew,Dammam,CANADA,Manager 11,Operations,G3,Full-time,Short-haul,High Performer,1.4,1.44,4,unfavorable,2024-01-28,2024-09-06,30.0
6ae897c1-869e-4dd8-bfcc-f9a71294e89e,Cabin Crew,Riyadh,USA,Manager 18,Inflight,G3,Full-time,Short-haul,High Performer,3.5,2.6,2,neutral,2024-09-18,2024-08-25,36.77
6ae897c1-869e-4dd8-bfcc-f9a71294e89e,Cabin Crew,Riyadh,CANADA,Manager 3,Training,G3,Full-time,Mixed,Meets Expectations,12.9,4.05,2,favorable,2024-02-03,2023-10-25,55.38
55e6680d-b6ef-468b-a332-5e9a04ddd4a9,Cabin Crew,Riyadh,PHILIPPINES,Manager 3,Operations,G1,Full-time,Long-haul,Meets Expectations,2.1,4.55,3,favorable,2023-09-22,2023-12-03,66.81
55e6680d-b6ef-468b-a332-5e9a04ddd4a9,Cabin Crew,Riyadh,USA,Manager 12,Inflight,G2,Part-time,Long-haul,High Performer,2.6,2.34,3,unfavorable,2024-02-27,2023-11-19,33.13
55e6680d-b6ef-468b-a332-5e9a04ddd4a9,Cabin Manager,Abu Dhabi,USA,Manager 6,Ground Services,G1,Contract,Long-haul,Meets Expectations,1.1,1.66,1,unfavorable,2024-06-01,2023-05-03,30.0
55e6680d-b6ef-468b-a332-5e9a04ddd4a9,Cabin Crew,Riyadh,INDIA,Manager 6,Operations,G3,Part-time,Mixed,Meets Expectations,4.5,3.95,3,favorable,2024-08-15,2024-01-02,45.09
55e6680d-b6ef-468b-a332-5e9a04ddd4a9,Cabin Crew,Abu Dhabi,UAE,Manager 8,Inflight,G3,Full-time,Mixed,Meets Expectations,6.7,4.09,4,favorable,2024-12-09,2023-05-20,47.56
b6328033-07b3-4ba7-bf8e-d92fcaa08900,Cabin Manager,Jeddah,INDIA,Manager 15,Ground Services,G2,Full-time,Mixed,Meets Expectations,2.9,4.92,0,favorable,2023-09-04,2024-01-26,63.01
b6328033-07b3-4ba7-bf8e-d92fcaa08900,Cabin Crew,Dammam,UAE,Manager 18,Operations,G2,Part-time,Mixed,Meets Expectations,6.9,1.56,3,unfavorable,2024-12-23,2024-03-25,30.0
b6328033-07b3-4ba7-bf8e-d92fcaa08900,Cabin Crew,Abu Dhabi,USA,Manager 20,Training,G2,Full-time,Mixed,Meets Expectations,1.8,3.84,0,favorable,2023-08-13,2024-02-09,50.78
b6328033-07b3-4ba7-bf8e-d92fcaa08900,Cabin Manager,Jeddah,CANADA,Manager 16,Operations,G2,Part-time,Short-haul,Meets Expectations,6.1,2.67,3,neutral,2023-06-17,2024-05-13,30.45
b75f5f79-ac0d-4d78-b96e-21baa7b994d1,Cabin Crew,Jeddah,UAE,Manager 6,Training,G3,Contract,Long-haul,High Performer,1.5,4.66,3,favorable,2024-02-02,2024-07-19,64.9
b75f5f79-ac0d-4d78-b96e-21baa7b994d1,Cabin Crew,Abu Dhabi,USA,Manager 17,Operations,G2,Full-time,Mixed,Meets Expectations,7.6,2.63,0,neutral,2023-05-07,2024-11-01,35.38
0f7a7fa7-7b2d-403b-a61f-11f662c62df7,Cabin Manager,Jeddah,USA,Manager 9,Ground Services,G1,Contract,Long-haul,Meets Expectations,8.9,2.78,1,neutral,2024-04-24,2024-06-06,37.72
0f7a7fa7-7b2d-403b-a61f-11f662c62df7,Cabin Manager,Jeddah,INDIA,Manager 19,Training,G2,Contract,Mixed,Meets Expectations,8.0,1.51,3,unfavorable,2024-10-13,2024-02-25,30.0
0f7a7fa7-7b2d-403b-a61f-11f662c62df7,Flight Manager,Abu Dhabi,INDIA,Manager 18,Training,G2,Full-time,Long-haul,High Performer,1.2,2.28,0,unfavorable,2024-08-27,2024-07-13,59.41
0f7a7fa7-7b2d-403b-a61f-11f662c62df7,Cabin Crew,Jeddah,CANADA,Manager 5,Operations,G1,Full-time,Short-haul,Meets Expectations,5.9,2.6,4,neutral,2024-03-30,2024-02-03,34.8
0f7a7fa7-7b2d-403b-a61f-11f662c62df7,Cabin Crew,Riyadh,UK,Manager 6,Inflight,G1,Part-time,Long-haul,Meets Expectations,3.9,1.07,0,unfavorable,2023-11-03,2024-09-25,30.0
2ad5d257-ee9a-4ca1-bb6a-1d4afa41dcc8,Cabin Crew,Riyadh,PHILIPPINES,Manager 12,Training,G1,Part-time,Long-haul,Meets Expectations,21.4,2.75,0,neutral,2024-07-01,2023-06-12,49.73
2ad5d257-ee9a-4ca1-bb6a-1d4afa41dcc8,Cabin Crew,Dammam,UK,Manager 11,Operations,G1,Full-time,Mixed,Meets Expectations,2.2,2.35,3,unfavorable,2024-04-28,2024-02-05,30.0
885b13c9-823b-421d-8752-875215d6257f,Cabin Crew,Jeddah,UK,Manager 16,Ground Services,G2,Part-time,Long-haul,Meets Expectations,7.4,4.22,1,favorable,2023-08-19,2023-09-18,60.32
885b13c9-823b-421d-8752-875215d6257f,Cabin Crew,Dammam,CANADA,Manager 20,Operations,G1,Contract,Short-haul,Low Performer,2.3,1.43,0,unfavorable,2023-11-17,2024-10-24,30.0
885b13c9-823b-421d-8752-875215d6257f,Cabin Manager,Riyadh,UAE,Manager 17,Operations,G3,Contract,Short-haul,Low Performer,2.5,4.04,1,favorable,2024-03-17,2024-02-10,57.2
885b13c9-823b-421d-8752-875215d6257f,Cabin Crew,Riyadh,CANADA,Manager 20,Training,G2,Full-time,Short-haul,High Performer,0.6,3.86,2,favorable,2023-12-01,2023-04-03,64.83
19a3e4a5-36d5-4b1b-9a53-385b542cc07e,Cabin Crew,Riyadh,CANADA,Manager 9,Inflight,G3,Part-time,Mixed,Meets Expectations,1.4,1.97,1,unfavorable,2023-07-01,2023-10-06,30.0
19a3e4a5-36d5-4b1b-9a53-385b542cc07e,Cabin Crew,Jeddah,USA,Manager 1,Ground Services,G2,Full-time,Mixed,High Performer,0.9,1.33,1,unfavorable,2024-08-27,2023-06-20,30.0
19a3e4a5-36d5-4b1b-9a53-385b542cc07e,Cabin Crew,Jeddah,USA,Manager 3,Training,G2,Contract,Mixed,Meets Expectations,0.9,4.37,1,favorable,2024-11-23,2023-06-15,51.56
19a3e4a5-36d5-4b1b-9a53-385b542cc07e,Cabin Crew,Riyadh,USA,Manager 9,Training,G3,Full-time,Mixed,Meets Expectations,0.0,2.0,5,unfavorable,2023-12-14,2024-02-25,30.0
19a3e4a5-36d5-4b1b-9a53-385b542cc07e,Cabin Crew,Dammam,PHILIPPINES,Manager 19,Training,G1,Full-time,Mixed,High Performer,7.9,1.58,3,unfavorable,2023-06-01,2023-09-28,33.35
d484a8e2-d985-4865-a163-d21385ee6316,Cabin Crew,Dammam,UAE,Manager 13,Ground Services,G1,Full-time,Short-haul,Meets Expectations,3.2,2.44,2,unfavorable,2024-04-17,2024-09-09,35.5
d484a8e2-d985-4865-a163-d21385ee6316,Cabin Crew,Abu Dhabi,UAE,Manager 14,Inflight,G3,Full-time,Long-haul,Meets Expectations,8.2,2.6,2,neutral,2024-08-10,2023-08-30,39.24
f231396f-b479-45cd-bcc4-0c469ec56d88,Cabin Manager,Riyadh,USA,Manager 20,Ground Services,G1,Contract,Short-haul,Low Performer,4.7,2.3,4,unfavorable,2024-07-05,2023-10-31,30.0
f231396f-b479-45cd-bcc4-0c469ec56d88,Cabin Manager,Dammam,UK,Manager 19,Ground Services,G2,Full-time,Mixed,Meets Expectations,8.9,4.91,2,favorable,2024-09-29,2023-12-10,73.05
f231396f-b479-45cd-bcc4-0c469ec56d88,Cabin Crew,Riyadh,PHILIPPINES,Manager 7,Inflight,G2,Full-time,Short-haul,Meets Expectations,3.5,4.52,0,favorable,2024-05-06,2024-02-21,63.74
f231396f-b479-45cd-bcc4-0c469ec56d88,Cabin Crew,Dammam,UK,Manager 4,Ground Services,G2,Part-time,Long-haul,Meets Expectations,0.5,4.49,2,favorable,2024-12-22,2024-07-04,56.92
77b11821-80e4-48b6-bdf8-c7aea6611d8e,Cabin Manager,Abu Dhabi,INDIA,Manager 12,Operations,G1,Full-time,Mixed,High Performer,4.8,2.6,2,neutral,2023-10-03,2023-05-27,47.81
77b11821-80e4-48b6-bdf8-c7aea6611d8e,Cabin Manager,Abu Dhabi,UAE,Manager 14,Ground Services,G1,Part-time,Short-haul,Meets Expectations,5.7,4.85,3,favorable,2024-03-11,2023-07-07,70.01
be1eda8b-1230-49b0-a481-976f5d776356,Cabin Crew,Riyadh,UAE,Manager 2,Training,G3,Full-time,Short-haul,High Performer,4.9,3.74,4,favorable,2024-08-01,2024-08-09,48.88
be1eda8b-1230-49b0-a481-976f5d776356,Cabin Manager,Dammam,UK,Manager 1,Ground Services,G2,Part-time,Long-haul,Meets Expectations,8.1,4.33,5,favorable,2024-11-09,2024-04-20,66.31
1163ed93-ec13-40a5-9692-9e509bede677,Cabin Crew,Jeddah,PHILIPPINES,Manager 18,Training,G3,Full-time,Mixed,Meets Expectations,6.6,3.0,1,neutral,2024-10-30,2023-11-05,39.78
1163ed93-ec13-40a5-9692-9e509bede677,Cabin Manager,Abu Dhabi,UAE,Manager 20,Ground Services,G1,Part-time,Mixed,Low Performer,2.8,1.64,0,unfavorable,2024-04-18,2024-01-03,31.24
1163ed93-ec13-40a5-9692-9e509bede677,Flight Manager,Riyadh,UK,Manager 8,Training,G3,Full-time,Long-haul,Meets Expectations,8.5,4.55,3,favorable,2024-04-09,2024-09-03,65.0
7780f487-854c-42c6-805f-68e04f944a18,Cabin Crew,Riyadh,CANADA,Manager 3,Training,G1,Full-time,Long-haul,Meets Expectations,5.9,2.95,1,neutral,2024-10-24,2024-08-07,41.97
7780f487-854c-42c6-805f-68e04f944a18,Cabin Manager,Dammam,CANADA,Manager 6,Training,G2,Part-time,Long-haul,Low Performer,0.6,4.87,1,favorable,2023-12-13,2024-08-13,64.27
7780f487-854c-42c6-805f-68e04f944a18,Cabin Crew,Riyadh,PHILIPPINES,Manager 13,Inflight,G2,Full-time,Long-haul,High Performer,3.9,2.02,0,unfavorable,2024-10-11,2023-04-04,37.71
103ed3d7-6ea2-4c29-bdc0-53baa1e6e442,Flight Manager,Abu Dhabi,UK,Manager 9,Ground Services,G1,Full-time,Mixed,Meets Expectations,6.5,4.97,3,favorable,2024-08-24,2023-06-10,78.58
103ed3d7-6ea2-4c29-bdc0-53baa1e6e442,Cabin Crew,Riyadh,CANADA,Manager 9,Ground Services,G1,Full-time,Mixed,Meets Expectations,4.0,1.89,0,unfavorable,2024-04-17,2024-08-21,36.5
103ed3d7-6ea2-4c29-bdc0-53baa1e6e442,Cabin Manager,Riyadh,PHILIPPINES,Manager 20,Operations,G1,Full-time,Short-haul,Meets Expectations,14.9,2.47,1,unfavorable,2024-11-22,2024-04-05,44.17
103ed3d7-6ea2-4c29-bdc0-53baa1e6e442,Cabin Crew,Jeddah,USA,Manager 9,Operations,G2,Contract,Short-haul,High Performer,0.5,3.38,2,neutral,2024-10-25,2024-06-12,51.71
d41c2d81-da20-4b00-884a-f4b2f3544f95,Cabin Crew,Jeddah,PHILIPPINES,Manager 15,Operations,G1,Full-time,Short-haul,Low Performer,6.4,3.77,0,favorable,2023-04-10,2024-05-09,47.98
d41c2d81-da20-4b00-884a-f4b2f3544f95,Cabin Crew,Abu Dhabi,INDIA,Manager 13,Ground Services,G2,Contract,Mixed,Meets Expectations,8.7,3.88,3,favorable,2024-12-27,2023-07-03,58.46
d41c2d81-da20-4b00-884a-f4b2f3544f95,Flight Manager,Dammam,USA,Manager 16,Inflight,G3,Contract,Mixed,Meets Expectations,6.1,2.91,3,neutral,2024-10-16,2023-09-15,45.75
7f74ae29-6e90-4aff-b5ac-ff0039992a0e,Cabin Manager,Jeddah,UK,Manager 2,Training,G2,Full-time,Mixed,Low Performer,2.4,1.31,6,unfavorable,2024-12-20,2023-07-10,30.0
7f74ae29-6e90-4aff-b5ac-ff0039992a0e,Cabin Manager,Dammam,USA,Manager 14,Ground Services,G3,Part-time,Short-haul,Meets Expectations,2.4,2.98,1,neutral,2024-06-08,2024-10-26,49.81
7f74ae29-6e90-4aff-b5ac-ff0039992a0e,Cabin Manager,Abu Dhabi,USA,Manager 6,Inflight,G2,Part-time,Long-haul,Meets Expectations,4.4,2.34,3,unfavorable,2023-11-29,2024-10-28,30.0
7f74ae29-6e90-4aff-b5ac-ff0039992a0e,Cabin Crew,Jeddah,UK,Manager 2,Inflight,G2,Full-time,Long-haul,Meets Expectations,2.5,3.63,4,favorable,2024-01-25,2023-04-27,47.46
8ef837cd-58a8-4a3c-83ee-818785e8e2d5,Cabin Crew,Dammam,UK,Manager 8,Ground Services,G1,Contract,Long-haul,Meets Expectations,10.7,1.73,5,unfavorable,2023-04-08,2024-10-31,30.0
8ef837cd-58a8-4a3c-83ee-818785e8e2d5,Cabin Crew,Jeddah,CANADA,Manager 4,Training,G2,Part-time,Long-haul,High Performer,0.6,2.58,2,neutral,2024-08-09,2024-06-13,37.06
8ef837cd-58a8-4a3c-83ee-818785e8e2d5,Cabin Crew,Abu Dhabi,INDIA,Manager 14,Inflight,G1,Full-time,Long-haul,Meets Expectations,5.1,4.86,5,favorable,2023-06-03,2024-08-02,59.78
edb03af9-c27c-41d6-95ad-89b3c9620d1d,Cabin Crew,Abu Dhabi,UK,Manager 11,Ground Services,G1,Full-time,Mixed,Meets Expectations,0.7,1.36,1,unfavorable,2024-04-14,2023-11-14,30.0
edb03af9-c27c-41d6-95ad-89b3c9620d1d,Cabin Crew,Jeddah,UAE,Manager 14,Training,G1,Contract,Short-haul,Meets Expectations,3.9,3.41,1,neutral,2024-10-02,2023-12-07,44.11
bb5bf30d-0235-4ca4-9fb5-92473a3bf395,Cabin Crew,Dammam,UAE,Manager 12,Operations,G2,Part-time,Long-haul,Meets Expectations,6.3,1.36,3,unfavorable,2024-05-25,2023-08-27,30.0
